opcode_prefix,source_file,game_name,cheat_name,original_code_line,following_code_line_if_relevant,position_in_cheat,inferred_role,address_field,possible_saturn_address,value_field,address_range_guess,value_width_guess,confidence_low_medium_high,candidate_support_path,risk,notes
F6,libretro-sega-saturn\Doom (GameShark).cht,Doom,Master Code,F6000914+C305,B6002800+0000,1/2,master/enabler first record,0x000914,0x06000914,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,libretro-sega-saturn\Doom (GameShark).cht,Doom,Master Code,B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,libretro-sega-saturn\Double Switch (GameShark).cht,Double Switch,Master Code,F6000914+C305,B6002800+0000,1/2,master/enabler first record,0x000914,0x06000914,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,libretro-sega-saturn\Double Switch (GameShark).cht,Double Switch,Master Code,B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,libretro-sega-saturn\DragonHeart - Fire _ Steel (GameShark).cht,DragonHeart - Fire _ Steel,Master Code,F6000924+C305,B6002800+0000,1/2,master/enabler first record,0x000924,0x06000924,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,libretro-sega-saturn\DragonHeart - Fire _ Steel (GameShark).cht,DragonHeart - Fire _ Steel,Master Code,B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
10,libretro-sega-saturn\DragonHeart - Fire _ Steel (GameShark).cht,DragonHeart - Fire _ Steel,Infinite Energy (Pine Forest),10246B18+6400,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x246B18,0x00246B18,0x6400,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\DragonHeart - Fire _ Steel (GameShark).cht,DragonHeart - Fire _ Steel,Infinite Energy (Creek),1020D798+6400,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x20D798,0x0020D798,0x6400,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\DragonHeart - Fire _ Steel (GameShark).cht,DragonHeart - Fire _ Steel,Infinite Energy (Dark Forest),1020D7E4+6400,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x20D7E4,0x0020D7E4,0x6400,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\DragonHeart - Fire _ Steel (GameShark).cht,DragonHeart - Fire _ Steel,Infinite Energy (Plundered Farm),10246C34+6400,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x246C34,0x00246C34,0x6400,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\DragonHeart - Fire _ Steel (GameShark).cht,DragonHeart - Fire _ Steel,Infinite Energy (The Woods of The Dragon Mages),1020D7E4+6400,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x20D7E4,0x0020D7E4,0x6400,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\DragonHeart - Fire _ Steel (GameShark).cht,DragonHeart - Fire _ Steel,Infinite Energy (Viking Village),10247228+6400,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x247228,0x00247228,0x6400,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\DragonHeart - Fire _ Steel (GameShark).cht,DragonHeart - Fire _ Steel,Infinite Energy (Mountains of The Barbarians),1020D7E4+6400,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x20D7E4,0x0020D7E4,0x6400,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\DragonHeart - Fire _ Steel (GameShark).cht,DragonHeart - Fire _ Steel,Infinite Energy (Spine of The Dragon Mountains),1020D808+6400,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x20D808,0x0020D808,0x6400,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\DragonHeart - Fire _ Steel (GameShark).cht,DragonHeart - Fire _ Steel,Infinite Energy (Rebel Village),10246F30+6400,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x246F30,0x00246F30,0x6400,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\DragonHeart - Fire _ Steel (GameShark).cht,DragonHeart - Fire _ Steel,Infinite Energy (Ruins of Camelot),1020D878+6400,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x20D878,0x0020D878,0x6400,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\DragonHeart - Fire _ Steel (GameShark).cht,DragonHeart - Fire _ Steel,Infinite Energy (Crypt of Camelot),1020D8A0+6400,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x20D8A0,0x0020D8A0,0x6400,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\DragonHeart - Fire _ Steel (GameShark).cht,DragonHeart - Fire _ Steel,Infinite Energy (Battleground),10247B64+6400,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x247B64,0x00247B64,0x6400,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\DragonHeart - Fire _ Steel (GameShark).cht,DragonHeart - Fire _ Steel,Infinite Energy (Castle Entrance),10246B44+6400,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x246B44,0x00246B44,0x6400,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\DragonHeart - Fire _ Steel (GameShark).cht,DragonHeart - Fire _ Steel,Infinite Energy (Castle Battlement),10246B44+6400,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x246B44,0x00246B44,0x6400,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
