"source_file","game_name","cheat_name","original_code_lines","detected_type","code_prefixes","address_or_addresses","values","reason_currently_unsupported","possible_future_support","estimated_runtime_complexity","estimated_resource_risk","correctness_risk","recommended_priority","notes"
"libretro-sega-saturn\Madden NFL 97 (GameShark).cht","Madden NFL 97","Away Team Scores 0","60599BC+0000","malformed/unknown","60","","0x0000","malformed token width or missing value: 60599BC; malformed token width or missing value: 0000","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from MISTER_LIBRARY_SKIPPED_20260613.csv"
"MechWarrior 2 - 31st Century Combat (GameShark).cht","MechWarrior 2 - 31st Century Combat","Super Code","102e243affff","malformed/unknown","","","","unsupported or mixed record types: unsupported_prefix_10","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from generated_srmw_srmr_unsupported_or_skipped.csv"
"libretro-sega-saturn\NHL All-Star Hockey (GameShark).cht","NHL All-Star Hockey","Enable Code (Must Be On)","D6043888+414E","malformed/unknown","D6","0x043888","0x414E","unsupported or mixed record types: conditional_d6","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from MISTER_LIBRARY_SKIPPED_20260613.csv"
"manual_import_queue_20260613\NHL All-Star Hockey (USA MK-81102) (GameHacking).cht","NHL All-Star Hockey","Enable Code (Must Be On) [InterAct]","D6043888+414E","malformed/unknown","D6","0x043888","0x414E","unsupported or mixed record types: conditional_d6","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from MISTER_LIBRARY_SKIPPED_20260613.csv"
"libretro-sega-saturn\NHL Powerplay 96 (GameShark).cht","NHL Powerplay '96","Master Code","6000924+FFFF","malformed/unknown","60","","0xFFFF","malformed token width or missing value: 6000924; malformed token width or missing value: FFFF","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from MISTER_LIBRARY_SKIPPED_20260613.csv"
"NHL Powerplay 96 (GameShark).cht","NHL Powerplay 96","Master Code","6000924+FFFF","malformed/unknown","60","","0xFFFF","malformed token width or missing value: 6000924; malformed token width or missing value: FFFF","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from generated_srmw_srmr_unsupported_or_skipped.csv"
"libretro-sega-saturn\Off-World Interceptor Extreme (GameShark).cht","Off-World Interceptor Extreme","Enable Code (Must Be On)","D602A83C+9881","malformed/unknown","D6","0x02A83C","0x9881","unsupported or mixed record types: conditional_d6","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from MISTER_LIBRARY_SKIPPED_20260613.csv"
"libretro-sega-saturn\Panzer Dragoon (Japan) (RetroArch).cht","Panzer Dragoon","Credits / Continues locked to 4. Number will revert to 4 after each continue.","","malformed/unknown","","","","RetroArch address/value field cheat","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from MISTER_LIBRARY_SKIPPED_20260613.csv"
"libretro-sega-saturn\Panzer Dragoon (Japan) (RetroArch).cht","Panzer Dragoon","Invincibility with health locked to about 80% regardless of hits","","malformed/unknown","","","","RetroArch address/value field cheat","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from MISTER_LIBRARY_SKIPPED_20260613.csv"
"Panzer Dragoon (Japan) (RetroArch).cht","Panzer Dragoon (Japan) (RetroArch)","Credits / Continues locked to 4. Number will revert to 4 after each continue.","","malformed/unknown","","","","RetroArch address/value field cheat","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from generated_srmw_srmr_unsupported_or_skipped.csv"
"Panzer Dragoon (Japan) (RetroArch).cht","Panzer Dragoon (Japan) (RetroArch)","Invincibility with health locked to about 80% regardless of hits","","malformed/unknown","","","","RetroArch address/value field cheat","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from generated_srmw_srmr_unsupported_or_skipped.csv"
"libretro-sega-saturn\Panzer Dragoon II Zwei (USA) (RetroArch) (Rumble).cht","Panzer Dragoon II Zwei","Infinite beam energy. Late game max is near 190, edit the value to 130 to make the energy level (cheated) fit within the early game bar.","","malformed/unknown","","","","RetroArch address/value field cheat","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from MISTER_LIBRARY_SKIPPED_20260613.csv"
"libretro-sega-saturn\Panzer Dragoon II Zwei (USA) (RetroArch) (Rumble).cht","Panzer Dragoon II Zwei","Rumble when damaged. May not work when infinite health is on.","","malformed/unknown","","","","RetroArch address/value field cheat","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from MISTER_LIBRARY_SKIPPED_20260613.csv"
"libretro-sega-saturn\Panzer Dragoon II Zwei (USA) (RetroArch) (Rumble).cht","Panzer Dragoon II Zwei","Working Infinite Health. Late game max is near 190. Edit the Cheat Value to 130 for early game health to fit within the visual bar.","","malformed/unknown","","","","RetroArch address/value field cheat","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from MISTER_LIBRARY_SKIPPED_20260613.csv"
"Panzer Dragoon II Zwei (USA) (RetroArch) (Rumble).cht","Panzer Dragoon II Zwei (USA) (RetroArch) (Rumble)","Infinite beam energy. Late game max is near 190, edit the value to 130 to make the energy level (cheated) fit within the early game bar.","","malformed/unknown","","","","RetroArch address/value field cheat","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from generated_srmw_srmr_unsupported_or_skipped.csv"
"Panzer Dragoon II Zwei (USA) (RetroArch) (Rumble).cht","Panzer Dragoon II Zwei (USA) (RetroArch) (Rumble)","Rumble when damaged. May not work when infinite health is on.","","malformed/unknown","","","","RetroArch address/value field cheat","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from generated_srmw_srmr_unsupported_or_skipped.csv"
"Panzer Dragoon II Zwei (USA) (RetroArch) (Rumble).cht","Panzer Dragoon II Zwei (USA) (RetroArch) (Rumble)","Working Infinite Health. Late game max is near 190. Edit the Cheat Value to 130 for early game health to fit within the visual bar.","","malformed/unknown","","","","RetroArch address/value field cheat","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from generated_srmw_srmr_unsupported_or_skipped.csv"
"Sega Ages - OutRun (RetroArch).cht","Sega Ages - OutRun (RetroArch)","","","malformed/unknown","","","","RetroArch address/value field cheat","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from generated_srmw_srmr_unsupported_or_skipped.csv"
"libretro-sega-saturn\Sega Rally Championship (RetroArch).cht","Sega Rally Championship","Infinite Time locked to 55 seconds.","","malformed/unknown","","","","RetroArch address/value field cheat","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from MISTER_LIBRARY_SKIPPED_20260613.csv"
"Sega Rally Championship (RetroArch).cht","Sega Rally Championship (RetroArch)","Infinite Time locked to 55 seconds.","","malformed/unknown","","","","RetroArch address/value field cheat","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from generated_srmw_srmr_unsupported_or_skipped.csv"
"libretro-sega-saturn\Sega Touring Car Championship (GameShark).cht","Sega Touring Car Championship","Master Code","f6000924ffff","malformed/unknown","","","","unsupported or mixed record types: master_enable","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from MISTER_LIBRARY_SKIPPED_20260613.csv"
"libretro-sega-saturn\Shellshock (GameShark).cht","Shellshock","Extra Armor","1607073000000.00","malformed/unknown","","","","value modifier or non-hex token: 1607073000000.00","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from MISTER_LIBRARY_SKIPPED_20260613.csv"
"libretro-sega-saturn\Shellshock (GameShark).cht","Shellshock","Reload Mechanism","16070740000.00","malformed/unknown","","","","value modifier or non-hex token: 16070740000.00","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from MISTER_LIBRARY_SKIPPED_20260613.csv"
"libretro-sega-saturn\Shinrei Jusatsushi Taroumaru (RetroArch).cht","Shinrei Jusatsushi Taroumaru","Infinite Lives","","malformed/unknown","","","","RetroArch address/value field cheat","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from MISTER_LIBRARY_SKIPPED_20260613.csv"
"Shinrei Jusatsushi Taroumaru (RetroArch).cht","Shinrei Jusatsushi Taroumaru (RetroArch)","Infinite Lives","","malformed/unknown","","","","RetroArch address/value field cheat","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from generated_srmw_srmr_unsupported_or_skipped.csv"
"Slam n Jam 96 (GameShark).cht","Slam n Jam 96","Away Team Scores 0","1025b8780000","malformed/unknown","","","","unsupported or mixed record types: unsupported_prefix_10","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from generated_srmw_srmr_unsupported_or_skipped.csv"
"Slam n Jam 96 (GameShark).cht","Slam n Jam 96","Home Team Scores 0","1025b6740000","malformed/unknown","","","","unsupported or mixed record types: unsupported_prefix_10","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from generated_srmw_srmr_unsupported_or_skipped.csv"
"Street Fighter 2 Turbo (Action Replay).cht","Street Fighter 2 Turbo (Action Replay)","Infinite Time","FF8A6A:99","malformed/unknown","","","","value modifier or non-hex token: FF8A6A:99","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from generated_srmw_srmr_unsupported_or_skipped.csv"
"Street Fighter 2 Turbo (Action Replay).cht","Street Fighter 2 Turbo (Action Replay)","P1 Infinite Health","FF83E9:90","malformed/unknown","","","","value modifier or non-hex token: FF83E9:90","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from generated_srmw_srmr_unsupported_or_skipped.csv"
"Street Fighter 2 Turbo (Action Replay).cht","Street Fighter 2 Turbo (Action Replay)","P1 One Hit To Kill","FF83E9:00","malformed/unknown","","","","value modifier or non-hex token: FF83E9:00","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from generated_srmw_srmr_unsupported_or_skipped.csv"
"Street Fighter 2 Turbo (Action Replay).cht","Street Fighter 2 Turbo (Action Replay)","P2 Infinite Health","FF86E9:90","malformed/unknown","","","","value modifier or non-hex token: FF86E9:90","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from generated_srmw_srmr_unsupported_or_skipped.csv"
"Street Fighter 2 Turbo (Action Replay).cht","Street Fighter 2 Turbo (Action Replay)","P2 One Hit To Kill","FF86E9:00","malformed/unknown","","","","value modifier or non-hex token: FF86E9:00","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from generated_srmw_srmr_unsupported_or_skipped.csv"
"libretro-sega-saturn\Thunder Force V (RetroArch).cht","Thunder Force V","Infinite lives.","","malformed/unknown","","","","RetroArch address/value field cheat","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from MISTER_LIBRARY_SKIPPED_20260613.csv"
"Thunder Force V (RetroArch).cht","Thunder Force V (RetroArch)","Infinite lives.","","malformed/unknown","","","","RetroArch address/value field cheat","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from generated_srmw_srmr_unsupported_or_skipped.csv"
"libretro-sega-saturn\Tunnel B1 (GameShark).cht","Tunnel B1","Master Code","f6000914c305","malformed/unknown","","","","unsupported or mixed record types: master_enable","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from MISTER_LIBRARY_SKIPPED_20260613.csv"
"libretro-sega-saturn\Virtua Fighter (GameShark).cht","Virtua Fighter","Enable Code (Must Be On)","0601edce0009","malformed/unknown","","","","unsupported or mixed record types: unsupported_prefix_06","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from MISTER_LIBRARY_SKIPPED_20260613.csv"
"manual_import_queue_20260613\Virtua Fighter (USA MK-81043) (GameHacking).cht","Virtua Fighter","Enable Code (Must Be On) [InterAct]","0601EDCE0009","malformed/unknown","","","","unsupported or mixed record types: unsupported_prefix_06","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from MISTER_LIBRARY_SKIPPED_20260613.csv"
"manual_import_queue_20260613\X-Men vs. Street Fighter (Jpn) (1M T-1227G) (GameHacking).cht","X-Men vs. Street Fighter","P1 Character Modifier [Nick Rox]","D600710E+8000","malformed/unknown","D6","0x00710E","0x8000","unsupported or mixed record types: conditional_d6","Requires source cleanup or opcode research before hardware support.","high","low","high","P6","from MISTER_LIBRARY_SKIPPED_20260613.csv"
